# Passo temporal: 800
# Tempo: 0.799 s
# Nx: 21, dx: 0.05, dt: 0.001
# fo = alpha*dt/dx^2 = 0.004
x,T
0,100
0.05,69.0918
0.1,42.8046
0.15,23.6985
0.2,11.733
0.25,5.21194
0.3,2.08727
0.35,0.757726
0.4,0.250745
0.45,0.0760505
0.5,0.02125
0.55,0.00549642
0.6,0.00132184
0.65,0.000296759
0.7,6.24248e-05
0.75,1.23452e-05
0.8,2.30231e-06
0.85,4.0604e-07
0.9,6.78633e-08
0.95,1.05537e-08
1,0
