# Passo temporal: 600
# Tempo: 0.599 s
# Nx: 21, dx: 0.05, dt: 0.001
# fo = alpha*dt/dx^2 = 0.004
x,T
0,100
0.05,64.5654
0.1,36.0733
0.15,17.4301
0.2,7.32402
0.25,2.69898
0.3,0.880431
0.35,0.256572
0.4,0.0673652
0.45,0.0160591
0.5,0.00349997
0.55,0.000701663
0.6,0.000130103
0.65,2.24208e-05
0.7,3.60667e-06
0.75,5.43681e-07
0.8,7.70694e-08
0.85,1.0306e-08
0.9,1.3036e-09
0.95,1.54508e-10
1,0
