# Passo temporal: 1600
# Tempo: 1.599 s
# Nx: 21, dx: 0.05, dt: 0.001
# fo = alpha*dt/dx^2 = 0.004
x,T
0,100
0.05,77.9178
0.1,57.5252
0.15,40.1245
0.2,26.3912
0.25,16.3512
0.3,9.53983
0.35,5.24252
0.4,2.71554
0.45,1.32721
0.5,0.612843
0.55,0.267738
0.6,0.110838
0.65,0.0435492
0.7,0.016266
0.75,0.00578471
0.8,0.00196179
0.85,0.00063518
0.9,0.000195696
0.95,5.38855e-05
1,0
