# Passo temporal: 200
# Tempo: 0.199 s
# Nx: 21, dx: 0.05, dt: 0.001
# fo = alpha*dt/dx^2 = 0.004
x,T
0,100
0.05,42.7128
0.1,12.8386
0.15,2.89866
0.2,0.517565
0.25,0.0759097
0.3,0.0094066
0.35,0.00100618
0.4,9.44662e-05
0.45,7.88898e-06
0.5,5.92398e-07
0.55,4.03596e-08
0.6,2.51357e-09
0.65,1.44022e-10
0.7,7.63403e-12
0.75,3.76136e-13
0.8,1.72991e-14
0.85,7.45422e-16
0.9,3.01931e-17
0.95,1.15156e-18
1,0
